=== 起点中文网各分类月票榜前 100 名 汇总 ===
--- 爬取完成时间: 43386.875 ---
 83. 《从灵犀一指开始笑傲江湖》 - https://www.qidian.com/book/1045953062/
 84. 《辟邪剑法为聘礼，开局强娶岳灵珊》 - https://www.qidian.com/book/1045931201/
 85. 《我在综武世界掀起灵异复苏？》 - https://www.qidian.com/book/1044439185/
 86. 《苦境之战血天下》 - https://www.qidian.com/book/1039925307/
 87. 《笑傲锦衣卫：我读大明律的》 - https://www.qidian.com/book/1045479587/
 88. 《从水浒开始覆宋辟明》 - https://www.qidian.com/book/1043594345/
 89. 《苦境：谁还不是个二代》 - https://www.qidian.com/book/1038737371/
 90. 《说好的练武，我拳出太阳耀斑》 - https://www.qidian.com/book/1046001347/
 91. 《综武：从忽悠小龙女开始》 - https://www.qidian.com/book/1042493037/
 92. 《综武：从全真走出的逍遥仙》 - https://www.qidian.com/book/1040654385/
 93. 《武侠：开局获得神照经》 - https://www.qidian.com/book/1046026537/
 94. 《九月青城》 - https://www.qidian.com/book/1043236469/
 95. 《刀光如月映九州》 - https://www.qidian.com/book/1014914870/
 96. 《追魂夺命剑》 - https://www.qidian.com/book/1009557763/
 97. 《综武：刚入全真教，你说我无敌？》 - https://www.qidian.com/book/1045909261/
 98. 《天气很晴朗》 - https://www.qidian.com/book/1038483229/
 99. 《武侠：开局奖励阿飞快剑》 - https://www.qidian.com/book/1045357630/
100. 《桃李春风一杯酒》 - https://www.qidian.com/book/1038034045/

==== 仙侠 ====
  1. 《没钱修什么仙？》 - https://www.qidian.com/book/1042256511/
  2. 《玄鉴仙族》 - https://www.qidian.com/book/1035420986/
  3. 《借剑》 - https://www.qidian.com/book/1045165156/
  4. 《赤心巡天》 - https://www.qidian.com/book/1016530091/
  5. 《山河稷》 - https://www.qidian.com/book/1043748975/
  6. 《俗仙》 - https://www.qidian.com/book/1045391192/
  7. 《蜀山镇世地仙》 - https://www.qidian.com/book/1039775049/
  8. 《仙人消失之后》 - https://www.qidian.com/book/1033991975/
  9. 《仙业》 - https://www.qidian.com/book/1035985996/
 10. 《仙工开物》 - https://www.qidian.com/book/1039889503/
 11. 《仙道尽头》 - https://www.qidian.com/book/1044334449/
 12. 《山海提灯》 - https://www.qidian.com/book/1039449163/
 13. 《上玉阙》 - https://www.qidian.com/book/1042719946/
 14. 《阵问长生》 - https://www.qidian.com/book/1036645930/
 15. 《红尘尸仙》 - https://www.qidian.com/book/1042279725/
 16. 《凡人修仙传》 - https://www.qidian.com/book/107580/
 17. 《乌龙山修行笔记》 - https://www.qidian.com/book/1038152211/
 18. 《坐看仙倾》 - https://www.qidian.com/book/1042444808/
 19. 《神话之后》 - https://www.qidian.com/book/1040063391/
 20. 《公若不弃，愿拜为义父》 - https://www.qidian.com/book/1041120056/
 21. 《高武偏要修个仙》 - https://www.qidian.com/book/1043275359/
 22. 《不是吧君子也防》 - https://www.qidian.com/book/1036082519/
 23. 《天倾之后》 - https://www.qidian.com/book/1039968886/
 24. 《我的模拟长生路》 - https://www.qidian.com/book/1033422902/
 25. 《今天也在努力做魔头》 - https://www.qidian.com/book/1045429237/
 26. 《集群重炮轰杀修仙者》 - https://www.qidian.com/book/1037793240/
 27. 《蜀山剑仙列传》 - https://www.qidian.com/book/1045424909/
 28. 《泼刀行》 - https://www.qidian.com/book/1040056471/
 29. 《我有一个修仙世界》 - https://www.qidian.com/book/1033296433/
 30. 《湿卵胎化》 - https://www.qidian.com/book/1040711063/
 31. 《你越信我越真》 - https://www.qidian.com/book/1044653132/
 32. 《御兽飞升》 - https://www.qidian.com/book/1041955936/
 33. 《谁让他修仙的！》 - https://www.qidian.com/book/1036504904/
 34. 《从升级建筑开始长生》 - https://www.qidian.com/book/1044094788/
 35. 《苟成神君，宗门让我入赘》 - https://www.qidian.com/book/1039704263/
 36. 《在修仙世界的悠闲生活》 - https://www.qidian.com/book/1044591182/
 37. 《执掌五雷行两界》 - https://www.qidian.com/book/1042718488/
 38. 《统御龙庭》 - https://www.qidian.com/book/1045000525/
 39. 《万法道君，从小云雨术开始》 - https://www.qidian.com/book/1042115425/
 40. 《长生修仙，与龟同行》 - https://www.qidian.com/book/1044392910/
 41. 《我成了女魔头的心魔》 - https://www.qidian.com/book/1042181628/
 42. 《咒禁山海》 - https://www.qidian.com/book/1044421650/
 43. 《这个洪荒不正经！》 - https://www.qidian.com/book/1037627221/
 44. 《北辰剑宗掌门秘录》 - https://www.qidian.com/book/1040163197/
 45. 《剑来》 - https://www.qidian.com/book/1012261200/
 46. 《地仙只想种田》 - https://www.qidian.com/book/1044418266/
 47. 《长生从炼丹宗师开始》 - https://www.qidian.com/book/1036526469/
 48. 《修仙：我在现代留过学》 - https://www.qidian.com/book/1040257435/
 49. 《百世修仙：我能固定天赋》 - https://www.qidian.com/book/1045561279/
 50. 《长生修仙，从画符开始》 - https://www.qidian.com/book/1043994251/
 51. 《苟在末法福地当树祖》 - https://www.qidian.com/book/1044470700/
 52. 《西游：从拜师太乙救苦天尊开始》 - https://www.qidian.com/book/1045043919/
 53. 《末法天地长生仙》 - https://www.qidian.com/book/1044017859/
 54. 《无极！》 - https://www.qidian.com/book/1043594062/
 55. 《狩命登仙》 - https://www.qidian.com/book/1042098593/
 56. 《叩问仙道》 - https://www.qidian.com/book/1022576776/
 57. 《九州仙府首通指南》 - https://www.qidian.com/book/1040097952/
 58. 《从两界开始御兽修仙》 - https://www.qidian.com/book/1042864084/
 59. 《每日一卦，从坊市散修到长生仙尊》 - https://www.qidian.com/book/1045335273/
 60. 《接管地府后，我成了诡异头子》 - https://www.qidian.com/book/1043615583/
 61. 《谁说我是靠女人升官的？》 - https://www.qidian.com/book/1043552031/
 62. 《老祖，时代变了》 - https://www.qidian.com/book/1041573111/
 63. 《摄政妖妃的赤胆忠臣》 - https://www.qidian.com/book/1044096078/
 64. 《大赤仙门》 - https://www.qidian.com/book/1041838605/
 65. 《我在修仙界万古长青》 - https://www.qidian.com/book/1035687541/
 66. 《修仙：但不是游戏》 - https://www.qidian.com/book/1043846379/
 67. 《光阴之外》 - https://www.qidian.com/book/1031777108/
 68. 《苟成圣人，仙官召我养马》 - https://www.qidian.com/book/1040307982/
 69. 《望长天》 - https://www.qidian.com/book/1035294721/
 70. 《遮天》 - https://www.qidian.com/book/1735921/
 71. 《美食赋我词条，苟着终会无敌》 - https://www.qidian.com/book/1043899092/
 72. 《黄皮道主》 - https://www.qidian.com/book/1041897017/
 73. 《长生修仙：我的天赋有点多》 - https://www.qidian.com/book/1043488778/
 74. 《剑道余烬》 - https://www.qidian.com/book/1039487345/
 75. 《西游：开局拜师菩提祖师》 - https://www.qidian.com/book/1042280446/
 76. 《我在修仙界大器晚成》 - https://www.qidian.com/book/1037042754/
 77. 《渊天辟道》 - https://www.qidian.com/book/1043941537/
 78. 《长生从炼化混元葫芦开始》 - https://www.qidian.com/book/1039848910/
 79. 《幽冥画皮卷》 - https://www.qidian.com/book/1041757127/
 80. 《长生：从种田刷新词条开始》 - https://www.qidian.com/book/1039791370/
 81. 《从小道士肝到玄门真君》 - https://www.qidian.com/book/1037753347/
 82. 《从每日一卦开始打造长生仙族》 - https://www.qidian.com/book/1044207825/
 83. 《青葫剑仙》 - https://www.qidian.com/book/1017331719/
 84. 《志怪书》 - https://www.qidian.com/book/1040149021/
 85. 《我以机缘觅长生》 - https://www.qidian.com/book/1038350015/
 86. 《大奉打更人》 - https://www.qidian.com/book/1019664125/
 87. 《长生修仙：从薅妖兽天赋开始》 - https://www.qidian.com/book/1044856729/
 88. 《清河仙族》 - https://www.qidian.com/book/1036836679/
 89. 《修仙：从装备栏开始》 - https://www.qidian.com/book/1045102965/
 90. 《万灵仙族》 - https://www.qidian.com/book/1036735238/
 91. 《诡道神话》 - https://www.qidian.com/book/1042347196/
 92. 《我以灵宝铸长生》 - https://www.qidian.com/book/1044565074/
 93. 《剑宗外门》 - https://www.qidian.com/book/1043445225/
 94. 《我在封神修炼蜀山法》 - https://www.qidian.com/book/1044259222/
 95. 《我以力服仙》 - https://www.qidian.com/book/1038834246/
 96. 《西游：长生仙族从五行山喂猴开始》 - https://www.qidian.com/book/1044723589/
 97. 《巫风》 - https://www.qidian.com/book/1040893098/
 98. 《西游：从金兜山开始修炼》 - https://www.qidian.com/book/1043796889/
 99. 《修仙从吞金补阳法开始》 - https://www.qidian.com/book/1039572991/
100. 《天海仙途》 - https://www.qidian.com/book/1035173015/

==== 都市 ====
  1. 《捞尸人》 - https://www.qidian.com/book/1041637443/
  2. 《1979黄金时代》 - https://www.qidian.com/book/1039689097/
  3. 《都重生了谁考公务员啊》 - https://www.qidian.com/book/1038504669/
  4. 《重回1982小渔村》 - https://www.qidian.com/book/1034727274/
  5. 《Z世代艺术家》 - https://www.qidian.com/book/1042685395/
  6. 《刚准备高考，离婚逆袭系统来了》 - https://www.qidian.com/book/1040790581/
  7. 《魅力点满，继承游戏资产》 - https://www.qidian.com/book/1039142740/
  8. 《1984：从破产川菜馆开始》 - https://www.qidian.com/book/1044818845/
  9. 《重启人生》 - https://www.qidian.com/book/1043695973/
 10. 《非正常美食文》 - https://www.qidian.com/book/1040990451/
 11. 《多我一个后富怎么了》 - https://www.qidian.com/book/1033148818/
 12. 《国民法医》 - https://www.qidian.com/book/1033893441/
 13. 《重生八一渔猎西北》 - https://www.qidian.com/book/1039893514/
 14. 《韩城：我与未来有扇门》 - https://www.qidian.com/book/1044444421/
 15. 《1987我的年代》 - https://www.qidian.com/book/1040855137/
 16. 《重生08：装备系男神》 - https://www.qidian.com/book/1042476546/
 17. 《整座大山都是我的猎场》 - https://www.qidian.com/book/1031866444/
 18. 《贫道要考大学》 - https://www.qidian.com/book/1045457037/
 19. 《发薪就能变强，我有十亿员工！》 - https://www.qidian.com/book/1043465009/
 20. 《美利坚打猎：从荒野独居开始》 - https://www.qidian.com/book/1044930090/
 21. 《华娱唯一太阳》 - https://www.qidian.com/book/1045273110/
 22. 《华娱浪子，怎么被天仙改造了？》 - https://www.qidian.com/book/1041096567/
 23. 《华娱1995》 - https://www.qidian.com/book/1045172422/
 24. 《说好的保卫科干事，你破什么案？》 - https://www.qidian.com/book/1043961748/
 25. 《重燃青葱时代》 - https://www.qidian.com/book/1039058592/
 26. 《那年华娱》 - https://www.qidian.com/book/1035633356/
 27. 《华娱从男模开始》 - https://www.qidian.com/book/1042471645/
 28. 《重生2014：我，刑侦之王》 - https://www.qidian.com/book/1042259403/
 29. 《阴影帝国》 - https://www.qidian.com/book/1040456686/
 30. 《华娱的盛宴》 - https://www.qidian.com/book/1044986725/
 31. 《重生的我没有梦想》 - https://www.qidian.com/book/1045033637/
 32. 《华娱情报王》 - https://www.qidian.com/book/1041467170/
 33. 《这个明星正得发邪》 - https://www.qidian.com/book/1044165836/
 34. 《我具现了蜀山游戏》 - https://www.qidian.com/book/1044663336/
 35. 《饮食男女》 - https://www.qidian.com/book/1033780528/
 36. 《快收了神通吧！》 - https://www.qidian.com/book/1042962874/
 37. 《沸腾时代》 - https://www.qidian.com/book/1045632933/
 38. 《我的饭馆通北宋》 - https://www.qidian.com/book/1044164076/
 39. 《从满仓A股开始成为资本》 - https://www.qidian.com/book/1044349300/
 40. 《奶爸学园》 - https://www.qidian.com/book/1021836787/
 41. 《重生97，我在市局破悬案》 - https://www.qidian.com/book/1042875987/
 42. 《我在网购平台薅的全是真货》 - https://www.qidian.com/book/1044113116/
 43. 《医路坦途》 - https://www.qidian.com/book/1013477299/
 44. 《噩梦使徒》 - https://www.qidian.com/book/1038356866/
 45. 《绑定打卡系统，我成了悠闲旅行家》 - https://www.qidian.com/book/1044764578/
 46. 《人在狼旅，军令执行就变强》 - https://www.qidian.com/book/1044887622/
 47. 《以神通之名》 - https://www.qidian.com/book/1044896207/
 48. 《继承道观，开局武媚娘来上香》 - https://www.qidian.com/book/1044435282/
 49. 《激荡1979！》 - https://www.qidian.com/book/1042561588/
 50. 《华娱：重生了，还逼我做渣男啊》 - https://www.qidian.com/book/1041248416/
 51. 《主公，你要支棱起来呀》 - https://www.qidian.com/book/1042060510/
 52. 《税收只在机枪射程内！》 - https://www.qidian.com/book/1043495527/
 53. 《重生：我老婆是天后》 - https://www.qidian.com/book/1041859616/
 54. 《死刑变无罪？谁叫他做侦探的！》 - https://www.qidian.com/book/1043127479/
 55. 《激情年代：开局成为七级工程师》 - https://www.qidian.com/book/1045425297/
 56. 《离婚后，我能听到未来的声音》 - https://www.qidian.com/book/1040053109/
 57. 《重生从1993开始》 - https://www.qidian.com/book/1038540283/
 58. 《东京泡沫人生》 - https://www.qidian.com/book/1033886400/
 59. 《重生：我是县城豪门》 - https://www.qidian.com/book/1044473902/
 60. 《华娱，不放纵能叫影帝吗？》 - https://www.qidian.com/book/1040036163/
 61. 《那年花开1981》 - https://www.qidian.com/book/1037798729/
 62. 《华娱之摄影系大导》 - https://www.qidian.com/book/1043599622/
 63. 《战地摄影师手札》 - https://www.qidian.com/book/1029087654/
 64. 《华娱从洪世贤开始》 - https://www.qidian.com/book/1043262073/
 65. 《这个导演没有格局》 - https://www.qidian.com/book/1044290847/
 66. 《重生鉴宝：我真没想当专家》 - https://www.qidian.com/book/1043813234/
 67. 《四合院里的大国宗师》 - https://www.qidian.com/book/1039068492/
 68. 《华娱之2000》 - https://www.qidian.com/book/1037702343/
 69. 《离职小米后，我成了友商公敌》 - https://www.qidian.com/book/1039766291/
 70. 《重生1977大时代》 - https://www.qidian.com/book/1041346867/
 71. 《中东暴君》 - https://www.qidian.com/book/1043767853/
 72. 《网球：他实在太听劝了！》 - https://www.qidian.com/book/1045474271/
 73. 《半岛：从躲在idol衣柜里开始》 - https://www.qidian.com/book/1045318171/
 74. 《最佳导演的诞生》 - https://www.qidian.com/book/1042595883/
 75. 《从山寨老头乐，到工业霸主》 - https://www.qidian.com/book/1045762422/
 76. 《人在县城，你说我是大佬？》 - https://www.qidian.com/book/1043284603/
 77. 《游戏制作：从重铸二次元游戏开始》 - https://www.qidian.com/book/1044472173/
 78. 《大医无疆》 - https://www.qidian.com/book/1034544239/
 79. 《华娱浪子，竟被95花给改造了？》 - https://www.qidian.com/book/1044149952/
 80. 《八十年代渔猎日常》 - https://www.qidian.com/book/1041196547/
 81. 《我在印度当老爷》 - https://www.qidian.com/book/1043414584/
 82. 《重生之煤老板旗下的艺人》 - https://www.qidian.com/book/1043840344/
 83. 《我在欧洲当文豪》 - https://www.qidian.com/book/1043217704/
 84. 《我真没想下围棋啊！》 - https://www.qidian.com/book/1042172590/
 85. 《择日走红》 - https://www.qidian.com/book/1037898200/
 86. 《半岛：我玩的就是真实！》 - https://www.qidian.com/book/1001419313/
 87. 《重生香江：从糖水铺到实业帝国》 - https://www.qidian.com/book/1045373936/
 88. 《别胡说，我这是人皇幡》 - https://www.qidian.com/book/1041265474/
 89. 《都重生了谁还正经创业啊》 - https://www.qidian.com/book/1042400352/
 90. 《洛杉矶之狼》 - https://www.qidian.com/book/1041959633/
 91. 《当过明星吗，你就写文娱？》 - https://www.qidian.com/book/1044108943/
 92. 《圣拳！》 - https://www.qidian.com/book/1040047258/
 93. 《鬼门棺》 - https://www.qidian.com/book/1044223263/
 94. 《动物神探》 - https://www.qidian.com/book/1043589342/
 95. 《1977：开局相亲女儿国王》 - https://www.qidian.com/book/1039879932/
 96. 《美食情报王》 - https://www.qidian.com/book/1042587506/
 97. 《我只会蹭热度啊！》 - https://www.qidian.com/book/1043894884/
 98. 《回村后，从绑定峨眉开始赶山》 - https://www.qidian.com/book/1040683272/
 99. 《娱乐大亨：从互联网开始布局》 - https://www.qidian.com/book/1040792182/
100. 《我的时代1979！》 - https://www.qidian.com/book/1045580640/

==== 现实 ====
  1. 《兼程1995》 - https://www.qidian.com/book/1043567427/
  2. 《万物希声》 - https://www.qidian.com/book/1042510523/
  3. 《行商坐医》 - https://www.qidian.com/book/1035148756/
  4. 《暂住》 - https://www.qidian.com/book/1045764702/
  5. 《大国军垦》 - https://www.qidian.com/book/1026755225/
  6. 《定风波1934》 - https://www.qidian.com/book/1044920331/
  7. 《撕幕人》 - https://www.qidian.com/book/1044901944/
  8. 《我的1979》 - https://www.qidian.com/book/1003541158/
  9. 《警探长》 - https://www.qidian.com/book/1016237165/
 10. 《我好想你》 - https://www.qidian.com/book/1045924713/
 11. 《又心动了，埋了吧》 - https://www.qidian.com/book/1045661597/
 12. 《行星囚》 - https://www.qidian.com/book/1045027648/
 13. 《八水伏龙》 - https://www.qidian.com/book/1045739394/
 14. 《边河镇警事》 - https://www.qidian.com/book/1045957361/
 15. 《奔赴鹏城》 - https://www.qidian.com/book/1041974636/
 16. 《正义的实习忒弥斯》 - https://www.qidian.com/book/1045635604/
 17. 《风华年代》 - https://www.qidian.com/book/1042195844/
 18. 《奔腾年代——向南向北》 - https://www.qidian.com/book/1015447100/
 19. 《三号造梦室》 - https://www.qidian.com/book/1046059976/
 20. 《警察陈书》 - https://www.qidian.com/book/1033291031/
 21. 《暗潮之下》 - https://www.qidian.com/book/1045155833/
 22. 《董锵锵留德记》 - https://www.qidian.com/book/1013641978/
 23. 《重返1999激昂年代》 - https://www.qidian.com/book/1035979261/
 24. 《网中人》 - https://www.qidian.com/book/1046120212/
 25. 《躬身入棋局》 - https://www.qidian.com/book/1044114009/
 26. 《大国机修》 - https://www.qidian.com/book/1030229630/
 27. 《浓情绮梦坊》 - https://www.qidian.com/book/1043801859/
 28. 《老兵新警》 - https://www.qidian.com/book/1026161931/
 29. 《算法青春》 - https://www.qidian.com/book/1046108757/
 30. 《秘战无声》 - https://www.qidian.com/book/1021680871/
 31. 《辛离的游戏》 - https://www.qidian.com/book/1045391980/
 32. 《未来租客》 - https://www.qidian.com/book/1044423412/
 33. 《老街食堂》 - https://www.qidian.com/book/1042322623/
 34. 《关内关外》 - https://www.qidian.com/book/1042252526/
 35. 《投行之路》 - https://www.qidian.com/book/1014120920/
 36. 《守竹人》 - https://www.qidian.com/book/1044940735/
 37. 《1991从芯开始》 - https://www.qidian.com/book/1023504293/
 38. 《红圈律所：铸金之路》 - https://www.qidian.com/book/1041961036/
 39. 《长安好绝色》 - https://www.qidian.com/book/1045103853/
 40. 《破位》 - https://www.qidian.com/book/1044700322/
 41. 《西风归长安》 - https://www.qidian.com/book/1043638609/
 42. 《巨浪！巨浪！》 - https://www.qidian.com/book/1031872160/
 43. 《我有一座山》 - https://www.qidian.com/book/1011351933/
 44. 《素纸装千秋》 - https://www.qidian.com/book/1042508710/
 45. 《律师本色》 - https://www.qidian.com/book/1035407347/
 46. 《复兴之路》 - https://www.qidian.com/book/3542213/
 47. 《山城海角》 - https://www.qidian.com/book/1044963095/
 48. 《杀手的假期》 - https://www.qidian.com/book/1044925079/
 49. 《破晓长庚》 - https://www.qidian.com/book/1040491752/
 50. 《橘尼尔》 - https://www.qidian.com/book/1016397510/
 51. 《十七岁少女失踪事件》 - https://www.qidian.com/book/1036532435/
 52. 《我带全村脱贫致富》 - https://www.qidian.com/book/1032766396/
 53. 《造车》 - https://www.qidian.com/book/1004593977/
 54. 《我在凶宅当试睡员》 - https://www.qidian.com/book/1034943514/
 55. 《大地主的小日子》 - https://www.qidian.com/book/1688537/
 56. 《我为国家修文物》 - https://www.qidian.com/book/1014249435/
 57. 《影子老师》 - https://www.qidian.com/book/1044873015/
 58. 《闪门》 - https://www.qidian.com/book/1038316936/
 59. 《狐之光》 - https://www.qidian.com/book/1036924209/
 60. 《我曾叫牛百万》 - https://www.qidian.com/book/1034354892/
 61. 《冷链二十年》 - https://www.qidian.com/book/1031078025/
 62. 《长青纪事》 - https://www.qidian.com/book/1028932906/
 63. 《宁城往事之三朵花》 - https://www.qidian.com/book/1026573305/
 64. 《铁路往事》 - https://www.qidian.com/book/1024408931/
 65. 《我在深圳的青葱岁月》 - https://www.qidian.com/book/1016440336/
 66. 《关于陈默的一切》 - https://www.qidian.com/book/1045948840/
 67. 《小律师》 - https://www.qidian.com/book/1040857028/
 68. 《不良律师》 - https://www.qidian.com/book/1038153875/
 69. 《出猎》 - https://www.qidian.com/book/1027122305/
 70. 《厨子老谭的北方往事》 - https://www.qidian.com/book/1022025811/
 71. 《大国重坦》 - https://www.qidian.com/book/1017558916/
 72. 《职场风云路》 - https://www.qidian.com/book/1010835424/
 73. 《春风二十年》 - https://www.qidian.com/book/1010709025/
 74. 《余生未了》 - https://www.qidian.com/book/1045158041/
 75. 《一揽芳华》 - https://www.qidian.com/book/1041841913/
 76. 《虎爸豹妈》 - https://www.qidian.com/book/1041811240/
 77. 《云去山如画》 - https://www.qidian.com/book/1040355844/
 78. 《犬齿》 - https://www.qidian.com/book/1039070682/
 79. 《剖天》 - https://www.qidian.com/book/1038445464/
 80. 《说吧，秘密》 - https://www.qidian.com/book/1038258962/
 81. 《超级大忽悠》 - https://www.qidian.com/book/1936629/
 82. 《上海凡人传》 - https://www.qidian.com/book/1031351998/
 83. 《草根律师也有春天》 - https://www.qidian.com/book/1028769162/
 84. 《中心主任》 - https://www.qidian.com/book/1028048137/
 85. 《刑警的使命》 - https://www.qidian.com/book/1027512522/
 86. 《风口》 - https://www.qidian.com/book/1026156497/
 87. 《传奇浪潮十八年》 - https://www.qidian.com/book/1022961302/
 88. 《特级厨师》 - https://www.qidian.com/book/1020218236/
 89. 《快遗忘的那几年》 - https://www.qidian.com/book/1016544909/
 90. 《山风微澜》 - https://www.qidian.com/book/1015371530/
 91. 《从商二十年》 - https://www.qidian.com/book/1013315827/

==== 军事 ====
  1. 《谍影：命令与征服》 - https://www.qidian.com/book/1037011820/
  2. 《我的谍战岁月》 - https://www.qidian.com/book/1026909178/
  3. 《抗战：通电全国，出关》 - https://www.qidian.com/book/1043590719/
  4. 《谍战生存指南》 - https://www.qidian.com/book/1041984088/
  5. 《民国：烽火1937》 - https://www.qidian.com/book/1042326049/
  6. 《长津湖：从新兴里打到汉城》 - https://www.qidian.com/book/1041925593/
  7. 《从粉碎敦刻尔克开始》 - https://www.qidian.com/book/1045389338/
  8. 《亮剑：从晋西北打到上甘岭》 - https://www.qidian.com/book/1042640253/
  9. 《谍战：红色掌柜》 - https://www.qidian.com/book/1043542696/
 10. 《抗战从淞沪开始》 - https://www.qidian.com/book/1042894905/
 11. 《佣兵我为王》 - https://www.qidian.com/book/1039538288/
 12. 《谁教你这么当兵的！》 - https://www.qidian.com/book/1041061790/
 13. 《谍战，都别猜了，我真是卧底啊》 - https://www.qidian.com/book/1044917259/
 14. 《我的抗联岁月》 - https://www.qidian.com/book/1043146703/
 15. 《亮剑：从区小队开始发展》 - https://www.qidian.com/book/1044141276/
 16. 《蝉动》 - https://www.qidian.com/book/1028121170/
 17. 《亮剑：从边区造到大国重工》 - https://www.qidian.com/book/1044726922/
 18. 《亮剑金陵十三钗》 - https://www.qidian.com/book/1043521681/
 19. 《年代剧：老曹的潇洒人生》 - https://www.qidian.com/book/1044883860/
 20. 《谍战：我能听到心声！》 - https://www.qidian.com/book/1042289139/
 21. 《抗战楚云飞：机枪阵地左移五米》 - https://www.qidian.com/book/1041278788/
 22. 《炮火弧线》 - https://www.qidian.com/book/1038863996/
 23. 《穿越潜伏，我真不是峨眉峰》 - https://www.qidian.com/book/1044289310/
 24. 《从红海行动开始的文娱》 - https://www.qidian.com/book/1031177276/
 25. 《谍战：我能读取记忆信息》 - https://www.qidian.com/book/1043387581/
 26. 《抗战雄心》 - https://www.qidian.com/book/1045525038/
 27. 《谍影风云》 - https://www.qidian.com/book/1011489683/
 28. 《最强合成旅》 - https://www.qidian.com/book/1039435139/
 29. 《我在租界做巡捕》 - https://www.qidian.com/book/1041685400/
 30. 《亮剑：蓝星工业杀疯了》 - https://www.qidian.com/book/1045581443/
 31. 《亮剑：从雪山开始崛起》 - https://www.qidian.com/book/1043754575/
 32. 《民国：王牌飞行员》 - https://www.qidian.com/book/1040173121/
 33. 《我的谍战日记》 - https://www.qidian.com/book/1038764864/
 34. 《我的士兵能无限复活》 - https://www.qidian.com/book/1044584283/
 35. 《谍战：我在民国当魔头》 - https://www.qidian.com/book/1044143998/
 36. 《人在抗战，可我有一辆基地车！》 - https://www.qidian.com/book/1043242407/
 37. 《抗战：虎贲崛起》 - https://www.qidian.com/book/1045338854/
 38. 《那年搞军工，我的无人机卖爆了》 - https://www.qidian.com/book/1044128192/
 39. 《弹道尾迹》 - https://www.qidian.com/book/1044549482/
 40. 《谍云迷踪》 - https://www.qidian.com/book/1042400154/
 41. 《抗战：重整山河》 - https://www.qidian.com/book/1044561694/
 42. 《海战：口径即真理》 - https://www.qidian.com/book/1045765853/
 43. 《谍战：我用模拟器获取情报》 - https://www.qidian.com/book/1040584300/
 44. 《抗战：唤醒勇虎》 - https://www.qidian.com/book/1035850126/
 45. 《亮剑从穿越野战医院开始》 - https://www.qidian.com/book/1045521417/
 46. 《亮剑：爹，我看你不像本地人呐！》 - https://www.qidian.com/book/1044017930/
 47. 《亮剑，从不走寻常路开始》 - https://www.qidian.com/book/1045435871/
 48. 《亮剑：绝地求生玩家》 - https://www.qidian.com/book/1041724253/
 49. 《抗战：兵王的批量制造》 - https://www.qidian.com/book/1042905915/
 50. 《亮剑，从烽火词条开始崛起》 - https://www.qidian.com/book/1043408820/
 51. 《谍战：开局被党调科搜查》 - https://www.qidian.com/book/1041523706/
 52. 《谍战：我能看见情报价值》 - https://www.qidian.com/book/1042434072/
 53. 《影视从夜老虎开始》 - https://www.qidian.com/book/1039469768/
 54. 《红色莫斯科》 - https://www.qidian.com/book/1011126356/
 55. 《抗战之暗行者》 - https://www.qidian.com/book/1045059266/
 56. 《这抗战也太真实了》 - https://www.qidian.com/book/1043098789/
 57. 《谍战：每日一条特工情报》 - https://www.qidian.com/book/1045419971/
 58. 《亮剑：我在战场上捡属性》 - https://www.qidian.com/book/1045061844/
 59. 《穿越民国从黄埔走向抗战》 - https://www.qidian.com/book/1044545648/
 60. 《淞沪：从时空兑换系统开始》 - https://www.qidian.com/book/1045724370/
 61. 《抗战：从八佰开始》 - https://www.qidian.com/book/1029773997/
 62. 《战术小队：我在华北打游击》 - https://www.qidian.com/book/1045007854/
 63. 《士兵突击：从钢七连开始》 - https://www.qidian.com/book/1043885179/
 64. 《亮剑：军事情报系统》 - https://www.qidian.com/book/1043069392/
 65. 《谍影锋芒》 - https://www.qidian.com/book/1045636616/
 66. 《谍云重重》 - https://www.qidian.com/book/1024418821/
 67. 《亮剑之烽火晋察冀》 - https://www.qidian.com/book/1045099702/
 68. 《抗战双穿：从两界倒爷到军工巨擘》 - https://www.qidian.com/book/1044960161/
 69. 《从亮剑开始的光环战士》 - https://www.qidian.com/book/1045835253/
 70. 《津门密码1937：金融暗战》 - https://www.qidian.com/book/1045150493/
 71. 《亮剑之人形自走炮》 - https://www.qidian.com/book/1043879335/
 72. 《长夜谍影》 - https://www.qidian.com/book/1033809708/
 73. 《抗战：一人一枪极限强化》 - https://www.qidian.com/book/1045752734/
 74. 《万亿军火之王》 - https://www.qidian.com/book/1037509105/
 75. 《亮剑：团长你给我留点》 - https://www.qidian.com/book/1034767231/
 76. 《谍战：从麦兰捕房开始》 - https://www.qidian.com/book/1044878829/
 77. 《烽火从壮士出川开始》 - https://www.qidian.com/book/1036078391/
 78. 《军工科技》 - https://www.qidian.com/book/1015346915/
 79. 《谍战：我在1936当黑皮》 - https://www.qidian.com/book/1044620616/
 80. 《重生1988，打造首支特种部队》 - https://www.qidian.com/book/1043034695/
 81. 《海关谍战》 - https://www.qidian.com/book/1045821891/
 82. 《士兵突击：从老A的南瓜开始求生》 - https://www.qidian.com/book/1042865060/
 83. 《人在欧陆，我有火控雷达》 - https://www.qidian.com/book/1045634374/
 84. 《亮剑：从晋西北开始》 - https://www.qidian.com/book/1044245548/
 85. 《烽火1937：铁血谍踪》 - https://www.qidian.com/book/1044964524/
